pokedex_id,pokemon_name,form,move_name,learn_method,species,display_order
92,Gastly,,Shadow Ball,Evo.,,5
92,Gastly,,Dazzling Gleam,TM,,6
92,Gastly,,Thunderbolt,TM,,7
92,Gastly,,Sludge Bomb,TM,,8
92,Gastly,,Dark Pulse,44,,9
92,Gastly,,Scary Face,Egg,,10
74,Geodude,,Rock Throw,16,,1
74,Geodude,,Bulldoze,22,,2
74,Geodude,,Stealth Rock,30,,3
74,Geodude,,Earthquake,40/TM,,4
74,Geodude,,Stone Edge,54,,5
74,Geodude,,Heavy Slam,MR!,,6
74,Geodude,,Curse,Egg,,7
443,Gible,,Dragon Breath,7,,1
443,Gible,,Dual Chop,24,,2
443,Gible,,Hone Claws,TM,,3
443,Gible,,Earthquake,TM,,4
443,Gible,,Rock Slide,TM,,5
443,Gible,,Crunch,Evo.,,6
443,Gible,,Dragon Rush,55,,7
443,Gible,,Iron Head,Egg,,8
704,Goomy,,Protect,9,,1
704,Goomy,,Dragon Breath,18,,2
704,Goomy,,Water Pulse,25,,3
704,Goomy,,Rain Dance,25,,4
704,Goomy,,Acid Spray,Evo.,Sliggoo,5
704,Goomy,,Thunderbolt,TM,,6
704,Goomy,,Ice Beam,TM,,7
704,Goomy,,Earthquake,TM,,8
704,Goomy,,Outrage,55,,9
704,Goomy,,Iron Head,MR,Goodra-Hisui,10
704,Goomy,,Muddy Water,58/MR,,11
704,Goomy,,Heavy Slam,MR!,Goodra-Hisui,12
704,Goomy,,Curse,Egg,,13
829,Gossifleur,,Leafage,1,,1
829,Gossifleur,,Rapid Spin,4,,2
829,Gossifleur,,Razor Leaf,12,,3
829,Gossifleur,,Leaf Tornado,23,,4
829,Gossifleur,,Synthesis,Evo.,,5
829,Gossifleur,,Giga Drain,TM,,6
829,Gossifleur,,Light Screen,TM,,7
829,Gossifleur,,Leaf Storm,46,,8
829,Gossifleur,,Growth,Egg,,9
574,Gothita,,Confusion,3,,1
574,Gothita,,Psybeam,16,,2
574,Gothita,,Trick Room,TM,,3
574,Gothita,,Psyshock,25,,4
574,Gothita,,Thunderbolt,TM,,5
574,Gothita,,Shadow Ball,TM,,6
574,Gothita,,Calm Mind,TM,,7
574,Gothita,,Psychic,39,,8
574,Gothita,,Charm,54,,9
574,Gothita,,Dark Pulse,Egg,,10
971,Greavard,,Dig,16,,1
971,Greavard,,Rest,24/TM,,2
971,Greavard,,Crunch,28,,3
971,Greavard,,Last Respects,Evo.,,4
971,Greavard,,Snarl,TM,,5
971,Greavard,,Play Rough,32,,6
971,Greavard,,Charm,51,,7
971,Greavard,,Yawn,Egg,,8
58,Growlithe,,Bite,1,,1
58,Growlithe,,Flame Wheel,17,,2
58,Growlithe,,Fire Fang,21,,3
58,Growlithe,,Snarl,TM,,4
58,Growlithe,,Dig,TM,,5
58,Growlithe,,Flamethrower,TM,,6
58,Growlithe,,Play Rough,MR,,7
58,Growlithe,,Thunder Fang,MR,,8
58,Growlithe,,Overheat,TM,,9
58,Growlithe,,Morning Sun,Egg,,10
736,Grubbin,,Bug Bite,13,,1
736,Grubbin,,Spark,16,,2
736,Grubbin,,Acrobatics,19,,3
736,Grubbin,,Thunderbolt,Evo.,,4
736,Grubbin,,Bug Buzz,31,,5
736,Grubbin,,Thunder,TM,,6
736,Grubbin,,Electroweb,Egg,,7
856,Hatenna,,Confusion,1,,1
856,Hatenna,,Life Dew,5,,2
856,Hatenna,,Trick Room,TM,,3
856,Hatenna,,Psybeam,20,,4
856,Hatenna,,Dazzling Gleam,30,,5
856,Hatenna,,Giga Drain,TM,,6
856,Hatenna,,Psychic,37/TM,,7
856,Hatenna,,Calm Mind,46/TM,,8
856,Hatenna,,Nuzzle,Egg,,9
694,Helioptile,,Mud-Slap,13,,1
694,Helioptile,,Parabolic Charge,25,,2
694,Helioptile,,Breaking Swipe,30,,3
694,Helioptile,,Thunderbolt,TM,,4
694,Helioptile,,Thunder,TM,,5
694,Helioptile,,Eerie Impulse,MR,,6
694,Helioptile,,Thunderbolt,MR,,7
694,Helioptile,,Volt Switch,MR,,8
694,Helioptile,,Surf,HM,,9
694,Helioptile,,Camouflage,Egg,,10
449,Hippopotas,,Bite,7,,1
449,Hippopotas,,Yawn,13,,2
449,Hippopotas,,Dig,19,,3
449,Hippopotas,,Crunch,31,,4
449,Hippopotas,,Iron Tail,TM,,5
449,Hippopotas,,Ice Fang,MR,,6
449,Hippopotas,,Fire Fang,MR,,7
449,Hippopotas,,Thunder Fang,MR,,8
449,Hippopotas,,Earthquake,40/TM,,9
449,Hippopotas,,Slack Off,Egg,,10
679,Honedge,,Swords Dance,1,,1
679,Honedge,,Fury Cutter,5,,2
679,Honedge,,Shadow Sneak,20,,3
679,Honedge,,Aerial Ace,22,,4
679,Honedge,,Slash,29,,5
679,Honedge,,Rock Slide,TM,,6
679,Honedge,,King's Shield,Evo.,,7
679,Honedge,,Iron Head,MR,,8
679,Honedge,,Sacred Sword,MR,,9
679,Honedge,,Night Slash,MR,,10
679,Honedge,,Shadow Ball,TM,,11
679,Honedge,,Wide Guard,Egg,,12
116,Horsea,,Water Gun,13,,1
116,Horsea,,Bubble Beam,21,,2
116,Horsea,,Ice Beam,TM,,3
116,Horsea,,Yawn,MR,,4
116,Horsea,,Surf,HM,,5
116,Horsea,,Waterfall,HM,,6
116,Horsea,,Dragon Pulse,45,,7
116,Horsea,,Dragon Dance,52,,8
116,Horsea,,Hydro Pump,MR!,,9
116,Horsea,,Dragon Breath,Egg,,10
228,Houndour,,Ember,1,,1
228,Houndour,,Bite,16,,2
228,Houndour,,Incinerate,20,,3
228,Houndour,,Snarl,TM,,4
228,Houndour,,Flamethrower,TM/50,,5
228,Houndour,,Nasty Plot,MR,,6
228,Houndour,,Thunder Fang,MR,,7
228,Houndour,,Inferno,MR,,8
228,Houndour,,Overheat,TM,,9
228,Houndour,,Sucker Punch,Egg,,10
859,Impidimp,,Fake Out,1,,1
859,Impidimp,,Bite,4,,2
859,Impidimp,,Thief,TM,,3
859,Impidimp,,Assurance,16,,4
859,Impidimp,,False Surrender,Evo.,,5
859,Impidimp,,Sucker Punch,24,,6
859,Impidimp,,Spirit Break,Evo.,,7
859,Impidimp,,Bulk Up,MR,,8
859,Impidimp,,Power-Up Punch,MR,,9
859,Impidimp,,Play Rough,48,,10
859,Impidimp,,Hammer Arm,MR!,,11
174,Igglybuff,,Charm,1,,1
174,Igglybuff,,Defense Curl,3,,2
174,Igglybuff,,Rollout,20,,3
174,Igglybuff,,Play Rough,MR,,4
174,Igglybuff,,Dazzling Gleam,TM,,5
174,Igglybuff,,Shadow Ball,TM,,6
174,Igglybuff,,Flamethrower,TM,,7
174,Igglybuff,,Perish Song,Egg,,8
782,Jangmo-o,,Protect,13,,1
782,Jangmo-o,,Dragon Tail,17,,2
782,Jangmo-o,,Sky Uppercut,Evo.,,3
782,Jangmo-o,,Work Up,29,,4
782,Jangmo-o,,Rock Tomb,TM,,5
782,Jangmo-o,,X-Scissor,TM,,6
782,Jangmo-o,,Dragon Claw,TM/43,,7
782,Jangmo-o,,Earthquake,TM,,8
782,Jangmo-o,,Flamethrower,TM,,9
782,Jangmo-o,,Dragon Dance,MR!,,10
782,Jangmo-o,,Outrage,MR!,,11
782,Jangmo-o,,Close Combat,MR!,,12
782,Jangmo-o,,Reversal,Egg,,13
595,Joltik,,Electroweb,15,,1
595,Joltik,,Bug Bite,18,,2
595,Joltik,,Signal Beam,34,,3
595,Joltik,,Sticky Web,Evo.,,4
595,Joltik,,Giga Drain,TM,,5
595,Joltik,,Thunderbolt,TM,,6
595,Joltik,,Thunder,TM,,7
595,Joltik,,Bug Buzz,MR!,,8
595,Joltik,,Cross Poison,Egg,,9
246,Larvitar,,Bite,1,,1
246,Larvitar,,Rock Throw,3,,2
246,Larvitar,,Screech,10,,3
246,Larvitar,,Rock Slide,19,,4
246,Larvitar,,Fire Fang,MR,,5
246,Larvitar,,Ice Fang,MR,,6
246,Larvitar,,Thunder Fang,MR,,7
246,Larvitar,,Earthquake,TM/54,,8
246,Larvitar,,Snarl,TM,,9
246,Larvitar,,Crunch,47,,10
246,Larvitar,,Hone Claws,TM,Tyranitar,11
246,Larvitar,,Stone Edge,MR!,,12
246,Larvitar,,Outrage,Egg,,13
506,Lillipup,,Bite,8,,1
506,Lillipup,,Baby-Doll Eyes,8,,2
506,Lillipup,,Take Down,15,,3
506,Lillipup,,Work Up,20,,4
506,Lillipup,,Crunch,24,,5
506,Lillipup,,Strength,HM,,6
506,Lillipup,,Fire Fang,MR,,7
506,Lillipup,,Ice Fang,MR,,8
506,Lillipup,,Thunder Fang,MR,,9
506,Lillipup,,Return,TM,,10
506,Lillipup,,Snarl,TM,,11
506,Lillipup,,Retaliate,36,,12
506,Lillipup,,Play Rough,MR!,,13
506,Lillipup,,Psychic Fangs,Egg,,14
667,Litleo,,Ember,5,,1
667,Litleo,,Work Up,8,,2
667,Litleo,,Flamethrower,TM/38,,3
667,Litleo,,Snarl,TM,,4
667,Litleo,,Hyper Beam,MR,,5
667,Litleo,,Hyper Voice,48,,6
667,Litleo,,Overheat,57/TM,,7
667,Litleo,,Flare Blitz,Egg,,8
725,Litten,,Work Up,8,,1
725,Litten,,Fire Fang,14,,2
725,Litten,,Double Kick,16,,3
725,Litten,,Taunt,TM,,4
725,Litten,,Earthquake,TM,,5
725,Litten,,Darkest Lariat,34,,6
725,Litten,,Snarl,TM,Incineroar,7
725,Litten,,Bulk Up,TM/MR,,8
725,Litten,,Overheat,TM,,9
725,Litten,,Flare Blitz,55,,10
725,Litten,,Outrage,MR!,,11
725,Litten,,Fake Out,Egg,,12
607,Litwick,,Will-O-Wisp,16,,1
607,Litwick,,Taunt,TM,,2
607,Litwick,,Flame Burst,20,,3
607,Litwick,,Hex,28,,4
607,Litwick,,Overheat,TM,,5
607,Litwick,,Shadow Ball,TM,,6
607,Litwick,,Flamethrower,TM,,7
607,Litwick,,Calm Mind,TM,,8
607,Litwick,,Captivate,Egg,,9
270,Lotad,,Mega Drain,18,Lotad,1
270,Lotad,,Fake Out,16,,2
270,Lotad,,Bullet Seed,TM,,3
270,Lotad,,Bubble Beam,24,,4
270,Lotad,,Leech Seed,30,,5
270,Lotad,,Surf,HM,,6
270,Lotad,,Giga Drain,TM,,7
270,Lotad,,Ice Beam,TM,,8
270,Lotad,,Teeter Dance,Egg,,9
686,Inkay,,Reflect,4,,1
686,Inkay,,Foul Play,8,,2
686,Inkay,,Thief,TM,,3
686,Inkay,,Psybeam,21,,4
686,Inkay,,Light Screen,31,,5
686,Inkay,,Pluck,35,,6
686,Inkay,,Psycho Cut,39,,7
686,Inkay,,Night Slash,46,,8
686,Inkay,,Superpower,48,,9
686,Inkay,,Camouflage,Egg,,10
66,Machop,,Low Sweep,13,,1
66,Machop,,Knock Off,21,,2
66,Machop,,Earthquake,TM,,3
66,Machop,,Bulk Up,43/TM,,4
66,Machop,,Cross Chop,47,,5
66,Machop,,Ice Punch,Egg,,6
81,Magnemite,,Thunder Shock,5,,1
81,Magnemite,,Mirror Shot,23,,2
81,Magnemite,,Thunderbolt,TM,,3
81,Magnemite,,Flash Cannon,33,,4
81,Magnemite,,Discharge,43,,5
240,Magby,,Fire Spin,15,,1
240,Magby,,Flame Burst,22,,2
240,Magby,,Fire Punch,29,,3
240,Magby,,Overheat,TM,,4
240,Magby,,Flamethrower,49/TM,,5
240,Magby,,Earthquake,TM,,6
240,Magby,,Thunderbolt,TM,,7
240,Magby,,Psychic,TM,,8
240,Magby,,Thunder Punch,MR,,9
240,Magby,,Mach Punch,Egg,,10
296,Makuhita,,Knock Off,19,,1
296,Makuhita,,Vital Throw,22,,2
296,Makuhita,,Brick Break,TM,,3
296,Makuhita,,Earthquake,TM,,4
296,Makuhita,,Surf,HM,,5
296,Makuhita,,Bulk Up,TM,,6
296,Makuhita,,Close Combat,46,,7
296,Makuhita,,Heavy Slam,54,,8
296,Makuhita,,Detect,Egg,,9
56,Mankey,,Karate Chop,8,,1
56,Mankey,,Cross Chop,22,,2
56,Mankey,,Rest,TM,,3
56,Mankey,,Earthquake,TM,,4
56,Mankey,,Fling,MR,,5
56,Mankey,,Bulk Up,TM,,6
56,Mankey,,Rage Fist,35,,7
56,Mankey,,Close Combat,39,,8
56,Mankey,,Screech,44,,9
56,Mankey,,Stomping Tantrum,48,,10
56,Mankey,,Outrage,53,,11
56,Mankey,,Encore,Egg,,12
179,Mareep,,Thunder Shock,8,,1
179,Mareep,,Thunder Punch,Evo.,,2
179,Mareep,,Fire Punch,MR,,3
179,Mareep,,Thunderbolt,TM/MR!,,4
179,Mareep,,Power Gem,35,,5
179,Mareep,,Discharge,40,,6
179,Mareep,,Dragon Pulse,MR!,,7
179,Mareep,,Thunder,MR!,,8
179,Mareep,,Milk Drink,Egg,,9
458,Mantyke,,Bubble Beam,7,,1
458,Mantyke,,Water Pulse,19/TM,,2
458,Mantyke,,Ice Beam,TM,,3
458,Mantyke,,Surf,HM,,4
458,Mantyke,,Air Slash,36,,5
458,Mantyke,,Tailwind,Egg,,6
303,Mawile,,Fairy Wind,1,,1
303,Mawile,,Fake Tears,5,,2
303,Mawile,,Bite,9,,3
303,Mawile,,Crunch,29,,4
303,Mawile,,Rock Tomb,TM,,5
303,Mawile,,Rock Slide,TM,,6
303,Mawile,,Sucker Punch,37,,7
303,Mawile,,Iron Head,45,,8
303,Mawile,,Play Rough,49,,9
303,Mawile,,Thunder Fang,Egg,,10
307,Meditite,,Confusion,7,,1
307,Meditite,,Force Palm,17,,2
307,Meditite,,High Jump Kick,28,,3
307,Meditite,,Zen Headbutt,MR,,4
307,Meditite,,Fire Punch,MR,,5
307,Meditite,,Ice Punch,MR,,6
307,Meditite,,Thunder Punch,MR,,7
307,Meditite,,Brick Break,TM,,8
307,Meditite,,Recover,47,,9
307,Meditite,,Bullet Punch,Egg,,10
52,Meowth,Galar,Fake Out,1,,1
52,Meowth,Galar,Hone Claws,4,,2
52,Meowth,Galar,Pay Day,12,,3
52,Meowth,Galar,Metal Claw,16,,4
52,Meowth,Galar,Taunt,20,,5
52,Meowth,Galar,Iron Head,Evo.,,6
52,Meowth,Galar,Aerial Ace,TM,,7
52,Meowth,Galar,Screech,36,,8
52,Meowth,Galar,Night Slash,Egg,,9
439,Mime Jr,,Confusion,4,,1
439,Mime Jr,,Encore,18,,2
439,Mime Jr,,Ice Beam,TM,,3
439,Mime Jr,,Thunderbolt,TM,,4
439,Mime Jr,,Dazzling Gleam,MR/TM,,5
439,Mime Jr,,Protect,MR,,6
439,Mime Jr,,Slack Off,MR,,7
439,Mime Jr,,Light Screen,MR,,8
439,Mime Jr,,Reflect,MR,,9
439,Mime Jr,,Calm Mind,TM,,10
439,Mime Jr,,Freeze-Dry,44,,11
439,Mime Jr,,Charm,Egg,,12
572,Minccino,,Tickle,9,,1
572,Minccino,,Double Slap,13,,2
572,Minccino,,Encore,15,,3
572,Minccino,,Bullet Seed,TM/MR,,4
572,Minccino,,Tail Slap,25,,5
572,Minccino,,Charm,27,,6
572,Minccino,,Rock Blast,MR,,7
572,Minccino,,Aqua Tail,Egg,,8
774,Minior,,Defense Curl,3,,1
774,Minior,,Rollout,8,,2
774,Minior,,Ancient Power,17,,3
774,Minior,,Stealth Rock,24,,4
774,Minior,,Rock Slide,TM,,5
774,Minior,,Power Gem,38,,6
774,Minior,,Explosion,MT,,7
200,Misdreavus,,Psywave,1,,1
200,Misdreavus,,Confuse Ray,14,,2
200,Misdreavus,,Hex,23,,3
200,Misdreavus,,Psybeam,28,,4
200,Misdreavus,,Dazzling Gleam,TM,,5
200,Misdreavus,,Psychic,TM,,6
200,Misdreavus,,Shadow Ball,TM,,7
200,Misdreavus,,Thunderbolt,TM,,8
200,Misdreavus,,Mystical Fire,MR,,9
200,Misdreavus,,Power Gem,MR,,10
200,Misdreavus,,Calm Mind,TM,,11
200,Misdreavus,,Ominous Wind,Egg,,12
755,Morelull,,Moonlight,11,,1
755,Morelull,,Mega Drain,15,,2
755,Morelull,,Giga Drain,31,,3
755,Morelull,,Strength Sap,35,,4
755,Morelull,,Dazzling Gleam,TM,,5
755,Morelull,,Spore,40,,6
755,Morelull,,Leech Seed,Egg,,7
749,Mudbray,,Bulldoze,10,,1
749,Mudbray,,Double Kick,15,,2
749,Mudbray,,High Horsepower,24,,3
749,Mudbray,,Rock Slide,TM,,4
749,Mudbray,,Heavy Slam,34,,5
749,Mudbray,,Earthquake,47/TM,,6
749,Mudbray,,Body Slam,Egg,,7
198,Murkrow,,Wing Attack,15,,1
198,Murkrow,,Steel Wing,TM,,2
198,Murkrow,,Assurance,25,,3
198,Murkrow,,Snarl,TM,,4
198,Murkrow,,Sucker Punch,MR,,5
198,Murkrow,,Taunt,31/TM,,6
198,Murkrow,,Fly,HM,,7
198,Murkrow,,Night Slash,55,,8
198,Murkrow,,Dark Pulse,MR!,,9
198,Murkrow,,Drill Peck,Egg,,10
258,Mudkip,,Water Gun,4,,1
258,Mudkip,,Mud Shot,Evo.,,2
258,Mudkip,,Water Pulse,18/TM,,3
258,Mudkip,,Mud Bomb,22,,4
258,Mudkip,,Rock Slide,28,,5
258,Mudkip,,Protect,32,,6
258,Mudkip,,Ice Beam,TM,,7
258,Mudkip,,Dig,TM,,8
258,Mudkip,,Surf,HM,,9
258,Mudkip,,Waterfall,HM,,10
258,Mudkip,,Earthquake,51/TM,,11
258,Mudkip,,Hammer Arm,MR!,,12
258,Mudkip,,Sludge,Egg,,13
446,Munchlax,,Body Slam,25,,1
446,Munchlax,,Rest,TM,,2
446,Munchlax,,Earthquake,TM,,3
446,Munchlax,,Return,TM,,4
446,Munchlax,,Rock Slide,TM,,5
446,Munchlax,,Surf,HM,,6
446,Munchlax,,Crunch,49,,7
446,Munchlax,,Heavy Slam,50,,8
446,Munchlax,,High Horsepower,57,,9
446,Munchlax,,Charm,Egg,,10
827,Nickit,,Assurance,8,,1
827,Nickit,,Snarl,12,,2
827,Nickit,,Taunt,TM,,3
827,Nickit,,Hone Claws,16,,4
827,Nickit,,Sucker Punch,28,,5
827,Nickit,,Night Slash,34,,6
827,Nickit,,Parting Shot,52,,7
827,Nickit,,Knock Off,Egg,,8
290,Nincada,,Fury Cutter,Evo.,,1
290,Nincada,,Screech,Evo.,,2
290,Nincada,,Aerial Ace,TM,,3
290,Nincada,,Bug Bite,MR,Ninjask,4
290,Nincada,,Dig,MR/TM,,5
290,Nincada,,Baton Pass,35,Ninjask,6
290,Nincada,,Swords Dance,41,Ninjask,7
290,Nincada,,X-Scissor,47/TM,Ninjask,8
290,Nincada,,Shadow Ball,33,Shedinja,9
290,Nincada,,Night Slash,Egg,,10
714,Noibat,,Screech,1,,1
714,Noibat,,Wing Attack,16,,2
714,Noibat,,Air Cutter,23,,3
714,Noibat,,Leech Life,24,,4
714,Noibat,,Roost,27,,5
714,Noibat,,Dragon Pulse,Evo.,,6
714,Noibat,,Hone Claws,TM,,7
714,Noibat,,X-Scissor,TM,,8
714,Noibat,,Moonlight,MR,,9
714,Noibat,,Tailwind,35,,10
714,Noibat,,Hurricane,MR!,,11
714,Noibat,,Outrage,Egg,,12
299,Nosepass,,Rock Throw,10,,1
299,Nosepass,,Spark,19,,2
299,Nosepass,,Rock Slide,22,,3
299,Nosepass,,Power Gem,25,,4
299,Nosepass,,Dazzling Gleam,TM,,5
299,Nosepass,,Thunder,TM,,6
299,Nosepass,,Thunderbolt,TM,,7
299,Nosepass,,Magnet Bomb,MR,,8
299,Nosepass,,Discharge,31,,9
299,Nosepass,,Earth Power,37,,10
299,Nosepass,,Stealth Rock,Egg,,11
322,Numel,,Magnitude,12,,1
322,Numel,,Incinerate,15,,2
322,Numel,,Lava Plume,22,,3
322,Numel,,Curse,29,,4
322,Numel,,Overheat,TM,,5
322,Numel,,Rock Slide,TM/Evo.,,6
322,Numel,,Earthquake,46/TM,,7
322,Numel,,Eruption,52,,8
322,Numel,,Heavy Slam,Egg,,9
919,Nymble,,Struggle Bug,4,,1
919,Nymble,,Assurance,9,,2
919,Nymble,,Screech,14,,3
919,Nymble,,Bug Bite,22,,4
919,Nymble,,Lunge,Evo.,,5
919,Nymble,,X-Scissor,TM,,6
919,Nymble,,Detect,MR,,7
919,Nymble,,Sucker Punch,40,,8
919,Nymble,,First Impression,44,,9
919,Nymble,,Axe Kick,53,,10
919,Nymble,,Skitter Smack,Egg,,11
43,Oddish,,Growth,1,,1
43,Oddish,,Mega Drain,19,,2
43,Oddish,,Moonblast,32,,3
43,Oddish,,Moonlight,MR,,4
43,Oddish,,Dazzling Gleam,TM,,5
43,Oddish,,Sludge Bomb,TM,,6
43,Oddish,,Giga Drain,34*/TM,Vileplume,7
43,Oddish,,Quiver Dance,39,Bellossom,8
43,Oddish,,Strength Sap,Egg,,9
95,Onix,,Rock Tomb,10,,1
95,Onix,,Stealth Rock,16,,2
95,Onix,,Breaking Swipe,22,,3
95,Onix,,Ice Fang,MR,,4
95,Onix,,Fire Fang,MR,,5
95,Onix,,Thunder Fang,MR,,6
95,Onix,,Earthquake,TM,,7
95,Onix,,Screech,31,,8
95,Onix,,Rock Slide,34,,9
95,Onix,,Crunch,37,,10
95,Onix,,Heavy Slam,Egg,,11
674,Pancham,,Karate Chop,12,,1
674,Pancham,,Bullet Punch,Evo.,,2
674,Pancham,,Snarl,TM,,3
674,Pancham,,Brick Break,TM,,4
674,Pancham,,Earthquake,TM,,5
674,Pancham,,Crunch,42,,6
674,Pancham,,Bulk Up,TM,,7
674,Pancham,,Parting Shot,48,,8
674,Pancham,,Sky Uppercut,52,,9
674,Pancham,,Storm Throw,Egg,,10
513,Pansear,,Incinerate,10,,1
513,Pansear,,Yawn,16,,2
513,Pansear,,Bite,19,,3
513,Pansear,,Flame Burst,22,,4
513,Pansear,,Fling,28,,5
513,Pansear,,Acrobatics,Evo.,,6
513,Pansear,,Brick Break,TM,,7
513,Pansear,,Flamethrower,TM,,8
513,Pansear,,Overheat,TM,,9
513,Pansear,,Heat Wave,Egg,,10
46,Paras,,Absorb,11,,1
46,Paras,,Bullet Seed,TM,,2
46,Paras,,Fury Cutter,17,,3
46,Paras,,Spore,22,,4
46,Paras,,X-Scissor,TM,,5
46,Paras,,Cross Poison,MR,,6
46,Paras,,Growth,37,,7
46,Paras,,Giga Drain,44/TM,,8
46,Paras,,Leech Seed,Egg,,9
708,Phantump,,Branch Poke,4,,1
708,Phantump,,Growth,8,,2
708,Phantump,,Bullet Seed,TM,,3
708,Phantump,,Thief,TM,,4
708,Phantump,,Feint Attack,19,,5
708,Phantump,,Leech Seed,23,,6
708,Phantump,,Shadow Claw,Evo.,,7
708,Phantump,,Phantom Force,45,,8
708,Phantump,,Horn Leech,54,,9
708,Phantump,,Grudge,Egg,,10
231,Phanpy,,Bulldoze,15,,1
231,Phanpy,,Knock Off,MR,,2
231,Phanpy,,Rapid Spin,MR,,3
231,Phanpy,,Rock Slide,TM,,4
231,Phanpy,,Earthquake,43/TM,,5
231,Phanpy,,Ice Shard,Egg,,6
172,Pichu,,Charm,5,,1
172,Pichu,,Nasty Plot,13,,2
172,Pichu,,Spark,26,,3
172,Pichu,,Nuzzle,29,,4
172,Pichu,,Thunder Punch,Evo.,Raichu,5
172,Pichu,,Thunderbolt,TM/MR*,Raichu-Alola,6
172,Pichu,,Psychic,Evo.,Raichu-Alola,7
172,Pichu,,Fake Out,Egg,,8
731,Pikipek,,Pluck,15,,1
731,Pikipek,,Bullet Seed,TM,,2
731,Pikipek,,Steel Wing,TM,,3
731,Pikipek,,Beak Blast,Evo.,,4
731,Pikipek,,Screech,Evo.,,5
731,Pikipek,,Rock Blast,MR,,6
731,Pikipek,,Screech,30,,7
731,Pikipek,,Aerial Ace,TM,,8
731,Pikipek,,Facade,TM,,9
731,Pikipek,,Tailwind,Egg,,10
393,Piplup,,Bubble,8,,1
393,Piplup,,Metal Claw,Evo.,,2
393,Piplup,,Bubble Beam,19,,3
393,Piplup,,Surf,HM,,4
393,Piplup,,Ice Beam,TM,,5
393,Piplup,,Steel Wing,TM,,6
393,Piplup,,Swords Dance,MR,,7
393,Piplup,,Water Pulse,TM,,8
393,Piplup,,Drill Peck,52,,9
393,Piplup,,Icy Wind,Egg,,10
311,Plusle and Minun,,Thunder Wave,1,,1
311,Plusle and Minun,,Helping Hand,4,,2
311,Plusle and Minun,,Spark,7,,3
311,Plusle and Minun,,Encore,10,,4
311,Plusle and Minun,,Electro Ball,19,,5
311,Plusle and Minun,,Charm,25,Plusle,6
311,Plusle and Minun,,Fake Tears,25,Minun,7
311,Plusle and Minun,,Thunderbolt,TM,,8
311,Plusle and Minun,,Discharge,31,,9
311,Plusle and Minun,,Thunder,43/TM,,10
311,Plusle and Minun,,Nuzzle,MR,,11
311,Plusle and Minun,,Wish,Egg,Plusle,12
311,Plusle and Minun,,Tearful Look,Egg,Minun,13
60,Poliwag,,Water Sport,1,,1
60,Poliwag,,Bubble,11,,2
60,Poliwag,,Rain Dance,18,,3
60,Poliwag,,Mud Shot,Evo.,,4
60,Poliwag,,Dynamic Punch,32,Poliwrath,5
60,Poliwag,,Brick Break,TM,Poliwrath,6
60,Poliwag,,Bulk Up,TM,Poliwrath,7
60,Poliwag,,Perish Song,MR,Politoed,8
60,Poliwag,,Ice Beam,TM,,9
60,Poliwag,,Surf,HM,,10
60,Poliwag,,Waterfall,HM,,11
60,Poliwag,,Encore,Egg,,12
77,Ponyta,,Flame Wheel,13,,1
77,Ponyta,,Stomp,17,,2
77,Ponyta,,Flame Charge,21,,3
77,Ponyta,,Smart Strike,Evo.,,4
77,Ponyta,,Flamethrower,TM,,5
77,Ponyta,,Overheat,TM,,6
77,Ponyta,,Megahorn,MR,,7
77,Ponyta,,Poison Jab,MR,,8
77,Ponyta,,Bounce,45,,9
77,Ponyta,,Flare Blitz,49,,10
77,Ponyta,,High Horsepower,Egg,,11
261,Poochyena,,Bite,10,,1
261,Poochyena,,Taunt,TM,,2
261,Poochyena,,Thief,TM,,3
261,Poochyena,,Snarl,18,,4
261,Poochyena,,Fire Fang,MR,,5
261,Poochyena,,Ice Fang,MR,,6
261,Poochyena,,Thunder Fang,MR,,7
261,Poochyena,,Crunch,40,,8
261,Poochyena,,Play Rough,56,,9
261,Poochyena,,Poison Fang,Egg,,10
728,Popplio,,Disarming Voice,8,,1
728,Popplio,,Baby-Doll Eyes,8,,2
728,Popplio,,Aqua Jet,14,,3
728,Popplio,,Bubble Beam,24,,4
728,Popplio,,Ice Beam,TM,,5
728,Popplio,,Surf,HM,,6
728,Popplio,,Water Pulse,TM,,7
728,Popplio,,Moonblast,44,,8
728,Popplio,,Captivate,49,,9
728,Popplio,,Perish Song,Egg,,10
137,Porygon,,Psybeam,7,,1
137,Porygon,,Recover,18,,2
137,Porygon,,Ice Beam,TM,,3
137,Porygon,,Discharge,40,,4
137,Porygon,,Tri Attack,50,,5
137,Porygon,,Nasty Plot,MR,,6
509,Purrloin,,Pursuit,15,,1
509,Purrloin,,Fake Out,21,,2
509,Purrloin,,Hone Claws,Evo.,,3
509,Purrloin,,Snarl,TM,,4
509,Purrloin,,Assurance,31,,5
509,Purrloin,,Night Slash,43,,6
509,Purrloin,,Play Rough,58,,7
509,Purrloin,,Encore,Egg,,8
280,Ralts,,Draining Kiss,23,,1
280,Ralts,,Calm Mind,26/TM,,2
280,Ralts,,Psychic,30/TM,Gardevoir,3
280,Ralts,,Dazzling Gleam,TM,Gardevoir,4
280,Ralts,,Thunderbolt,TM,Gardevoir,5
280,Ralts,,Shadow Ball,TM,Gardevoir,6
280,Ralts,,Hyper Beam,TM,Gardevoir,7
280,Ralts,,Moonblast,MR!,Gardevoir,8
280,Ralts,,Psycho Cut,31,Gallade,9
280,Ralts,,Aqua Cutter,MR,Gallade,10
